ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0060966,regulation of gene silencing by RNA, 3/89,38/18614,7.90E-04,0.003630578,0.001920452,ADAR/DHX9/BMP4,3
GO:0070229,negative regulation of lymphocyte apoptotic process, 3/89,38/18614,7.90E-04,0.003630578,0.001920452,BCL2/HIF1A/BMP4,3
GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage, 3/89,38/18614,7.90E-04,0.003630578,0.001920452,BCL2/SNAI1/SNAI2,3
GO:0048145,regulation of fibroblast proliferation, 4/89,87/18614,8.03E-04,0.003675537,0.001944234,NF1/DHX9/SFRP1/CTNNB1,4
GO:0048678,response to axon injury, 4/89,87/18614,8.03E-04,0.003675537,0.001944234,BCL2/TNC/SPP1/MMP2,4
GO:0048708,astrocyte differentiation, 4/89,87/18614,8.03E-04,0.003675537,0.001944234,NF1/SHH/NOG/ROR2,4
GO:0050727,regulation of inflammatory response, 8/89,414/18614,8.21E-04,0.003752674,0.001985037,MMP9/SMAD3/TNC/UFL1/MAPK14/GIT1/ADAMTS12/DHX9,8
GO:0030279,negative regulation of ossification, 3/89,39/18614,8.53E-04,0.003871787,0.002048044,BCL2/HIF1A/SFRP1,3
GO:0042307,positive regulation of protein import into nucleus, 3/89,39/18614,8.53E-04,0.003871787,0.002048044,SMAD3/MAPK14/SHH,3
GO:0060251,regulation of glial cell proliferation, 3/89,39/18614,8.53E-04,0.003871787,0.002048044,UFL1/NF1/SHH,3
GO:0070232,regulation of T cell apoptotic process, 3/89,39/18614,8.53E-04,0.003871787,0.002048044,BCL2/HIF1A/BMP4,3
GO:0010594,regulation of endothelial cell migration, 6/89,232/18614,8.63E-04,0.003905733,0.002065999,HIF1A/NF1/RHOA/STC1/BMP4/BMPR2,6
GO:0050769,positive regulation of neurogenesis, 6/89,232/18614,8.63E-04,0.003905733,0.002065999,HIF1A/UFL1/SHH/PLXNB1/CTNNB1/BMPR2,6
GO:0001892,embryonic placenta development, 4/89,89/18614,8.75E-04,0.003954045,0.002091555,SNAI1/HIF1A/BMP7/JUNB,4
GO:0060041,retina development in camera-type eye, 5/89,155/18614,8.88E-04,0.004006581,0.002119345,ACHE/HIF1A/BMPR1B/LRP5/BMPR2,5
GO:0060560,developmental growth involved in morphogenesis, 6/89,234/18614,9.02E-04,0.004064829,0.002150156,SFRP1/SHH/BMP4/SPP1/CTNNB1/BMPR2,6
GO:2000106,regulation of leukocyte apoptotic process, 4/89,90/18614,9.12E-04,0.004104298,0.002171034,BCL2/HIF1A/NF1/BMP4,4
GO:0051961,negative regulation of nervous system development, 5/89,156/18614,9.14E-04,0.004105182,0.002171501,NF1/BMP7/SPP1/CTNNB1/NOG,5
GO:0071392,cellular response to estradiol stimulus, 3/89,40/18614,9.19E-04,0.004121054,0.002179897,SFRP1/MMP2/MSX2,3
GO:0010001,glial cell differentiation, 6/89,235/18614,9.22E-04,0.00413054,0.002184915,NF1/RHOA/SHH/CTNNB1/NOG/ROR2,6
GO:0007043,cell-cell junction assembly, 5/89,157/18614,9.40E-04,0.00420541,0.002224519,SNAI1/RHOA/SNAI2/CTNNB1/CDH11,5
GO:0030901,midbrain development, 4/89,91/18614,9.51E-04,0.004245404,0.002245674,RHOA/SFRP1/SHH/CTNNB1,4
GO:1902742,apoptotic process involved in development, 3/89,41/18614,9.88E-04,0.004365966,0.002309447,FOXC1/BMP7/LRP5,3
GO:0045666,positive regulation of neuron differentiation, 4/89,92/18614,9.90E-04,0.004365966,0.002309447,BMP6/RHOA/BMP4/BMP7,4
GO:0014012,peripheral nervous system axon regeneration, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,TNC/MMP2,2
GO:0033085,negative regulation of T cell differentiation in thymus, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,SHH/BMP4,2
GO:0033197,response to vitamin E, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,CAT/COL1A1,2
GO:0042368,vitamin D biosynthetic process, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,SNAI1/SNAI2,2
GO:0046886,positive regulation of hormone biosynthetic process, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,HIF1A/BMP6,2
GO:0048340,paraxial mesoderm morphogenesis, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,SMAD3/FOXC1,2
GO:0060768,regulation of epithelial cell proliferation involved in prostate gland development, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,SHH/CTNNB1,2
GO:0062042,regulation of cardiac epithelial to mesenchymal transition, 2/89,10/18614,9.92E-04,0.004365966,0.002309447,NOG/TWIST1,2
GO:0034644,cellular response to UV, 4/89,93/18614,0.00103092,0.00452299,0.002392507,MMP9/MAPK11/MAPK14/MMP2,4
GO:0051781,positive regulation of cell division, 4/89,93/18614,0.00103092,0.00452299,0.002392507,CAT/RHOA/SHH/TGFB3,4
GO:0035051,cardiocyte differentiation, 5/89,161/18614,0.001052125,0.004602467,0.002434548,HNRNPU/BMP4/BMP7/FHL2/TWIST1,5
GO:0051017,actin filament bundle assembly, 5/89,161/18614,0.001052125,0.004602467,0.002434548,SMAD3/RHOA/SFRP1/CCN2/TGFB3,5
GO:0021983,pituitary gland development, 3/89,42/18614,0.001059979,0.004630025,0.002449125,GLI1/BMP4/NOG,3
GO:0032386,regulation of intracellular transport, 7/89,332/18614,0.001063144,0.00463027,0.002449255,SMAD3/NF1/MAPK14/DHX9/SHH/BMP4/SIRT7,7
GO:0051604,protein maturation, 7/89,332/18614,0.001063144,0.00463027,0.002449255,DHH/BMP1/SHH/RUNX1/PHEX/COMP/MMP14,7
GO:0006606,protein import into nucleus, 5/89,163/18614,0.00111167,0.004834546,0.00255731,SMAD3/NF1/MAPK14/SHH/BMP4,5
GO:0045638,negative regulation of myeloid cell differentiation, 4/89,95/18614,0.001115952,0.004846095,0.002563419,NF1/SFRP1/FSTL3/CTNNB1,4
GO:0006775,fat-soluble vitamin metabolic process, 3/89,43/18614,0.001135558,0.004902648,0.002593333,SNAI1/CYP24A1/SNAI2,3
GO:0048713,regulation of oligodendrocyte differentiation, 3/89,43/18614,0.001135558,0.004902648,0.002593333,NF1/SHH/CTNNB1,3
GO:0060412,ventricular septum morphogenesis, 3/89,43/18614,0.001135558,0.004902648,0.002593333,BMP4/BMPR2/NOG,3
GO:0071364,cellular response to epidermal growth factor stimulus, 3/89,43/18614,0.001135558,0.004902648,0.002593333,FOXC1/COL1A1/SNAI2,3
GO:0030307,positive regulation of cell growth, 5/89,164/18614,0.001142363,0.004924889,0.002605099,BCL2/RHOA/SFRP1/BMPR2/MMP14,5
GO:0061572,actin filament bundle organization, 5/89,165/18614,0.00117368,0.005052589,0.002672648,SMAD3/RHOA/SFRP1/CCN2/TGFB3,5
GO:0022412,cellular process involved in reproduction in multicellular organism, 8/89,438/18614,0.001179457,0.005070132,0.002681927,BCL2/GLI1/DHH/BMPR1B/FOXC1/SFRP1/BMP4/CTNNB1,8
GO:0046883,regulation of hormone secretion, 6/89,247/18614,0.00119161,0.005086678,0.002690679,CASR/HIF1A/BMP6/SFRP1/SPP1/LRP5,6
GO:1903321,negative regulation of protein modification by small protein conjugation or removal, 4/89,97/18614,0.00120579,0.005086678,0.002690679,UFL1/GTPBP4/CTNNB1/SIRT7,4
GO:0003139,secondary heart field specification, 2/89,11/18614,0.001208919,0.005086678,0.002690679,AXIN2/BMP4,2
GO:0021936,regulation of cerebellar granule cell precursor proliferation, 2/89,11/18614,0.001208919,0.005086678,0.002690679,GLI1/SHH,2
GO:0044848,biological phase, 2/89,11/18614,0.001208919,0.005086678,0.002690679,MSX2/CTNNB1,2
GO:0060767,epithelial cell proliferation involved in prostate gland development, 2/89,11/18614,0.001208919,0.005086678,0.002690679,SHH/CTNNB1,2
GO:0061314,Notch signaling involved in heart development, 2/89,11/18614,0.001208919,0.005086678,0.002690679,SNAI1/SNAI2,2
GO:0070601,centromeric sister chromatid cohesion, 2/89,11/18614,0.001208919,0.005086678,0.002690679,AXIN2/CTNNB1,2
GO:0071492,cellular response to UV-A, 2/89,11/18614,0.001208919,0.005086678,0.002690679,MMP9/MMP2,2
GO:0072124,regulation of glomerular mesangial cell proliferation, 2/89,11/18614,0.001208919,0.005086678,0.002690679,BMP4/BMP7,2
GO:0072205,metanephric collecting duct development, 2/89,11/18614,0.001208919,0.005086678,0.002690679,SHH/BMP4,2
GO:0090184,positive regulation of kidney development, 2/89,11/18614,0.001208919,0.005086678,0.002690679,BMP4/NOG,2
GO:2000672,negative regulation of motor neuron apoptotic process, 2/89,11/18614,0.001208919,0.005086678,0.002690679,BCL2/RHOA,2
GO:2000833,positive regulation of steroid hormone secretion, 2/89,11/18614,0.001208919,0.005086678,0.002690679,BMP6/SPP1,2
GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand, 2/89,11/18614,0.001208919,0.005086678,0.002690679,NF1/WWOX,2
GO:0009410,response to xenobiotic stimulus, 8/89,440/18614,0.001214184,0.005101628,0.002698587,CAT/BCL2/RHOA/SFRP1/AMELX/COL1A1/MMP2/CTNNB1,8
GO:0051170,import into nucleus, 5/89,168/18614,0.001271454,0.005334734,0.002821892,SMAD3/NF1/MAPK14/SHH/BMP4,5
GO:0014014,negative regulation of gliogenesis, 3/89,45/18614,0.00129673,0.005402738,0.002857864,NF1/CTNNB1/NOG,3
GO:0030574,collagen catabolic process, 3/89,45/18614,0.00129673,0.005402738,0.002857864,MMP9/MMP2/MMP14,3
GO:0032781,positive regulation of ATP-dependent activity, 3/89,45/18614,0.00129673,0.005402738,0.002857864,HNRNPU/CASR/DHX9,3
GO:0060443,mammary gland morphogenesis, 3/89,45/18614,0.00129673,0.005402738,0.002857864,BMP4/LRP5/MSX2,3
GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation, 3/89,45/18614,0.00129673,0.005402738,0.002857864,RHOA/BMP4/TGFB3,3
GO:0019218,regulation of steroid metabolic process, 4/89,99/18614,0.001300578,0.005403655,0.002858349,SNAI1/BMP6/DHH/SNAI2,4
GO:0048661,positive regulation of smooth muscle cell proliferation, 4/89,99/18614,0.001300578,0.005403655,0.002858349,MMP9/NF1/BMP4/MMP2,4
GO:0007254,JNK cascade, 5/89,170/18614,0.001339901,0.005559285,0.002940672,SMAD3/CASR/MEN1/SFRP1/CCN2,5
GO:0010830,regulation of myotube differentiation, 3/89,46/18614,0.001382431,0.005727762,0.003029791,BCL2/MAPK14/MMP14,3
GO:0048015,phosphatidylinositol-mediated signaling, 5/89,172/18614,0.001411035,0.005838157,0.003088186,CAT/NF1/PLXNB1/ROR2/TWIST1,5
GO:0045765,regulation of angiogenesis, 7/89,349/18614,0.001417282,0.00584776,0.003093266,HIF1A/NF1/FOXC1/SFRP1/RUNX1/CTNNB1/TWIST1,7
GO:0062197,cellular response to chemical stress, 7/89,349/18614,0.001417282,0.00584776,0.003093266,CAT/BCL2/MMP9/HIF1A/BMP7/MMP2/CTNNB1,7
GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis, 2/89,12/18614,0.001446196,0.005851407,0.003095195,BMP4/CTNNB1,2
GO:0010936,negative regulation of macrophage cytokine production, 2/89,12/18614,0.001446196,0.005851407,0.003095195,TGFB3/TWIST1,2
GO:0030656,regulation of vitamin metabolic process, 2/89,12/18614,0.001446196,0.005851407,0.003095195,SNAI1/SNAI2,2
GO:0033083,regulation of immature T cell proliferation, 2/89,12/18614,0.001446196,0.005851407,0.003095195,SHH/BMP4,2
GO:0033084,regulation of immature T cell proliferation in thymus, 2/89,12/18614,0.001446196,0.005851407,0.003095195,SHH/BMP4,2
GO:0043589,skin morphogenesis, 2/89,12/18614,0.001446196,0.005851407,0.003095195,COL1A2/COL1A1,2
GO:0070561,vitamin D receptor signaling pathway, 2/89,12/18614,0.001446196,0.005851407,0.003095195,CYP24A1/SNAI2,2
GO:0071493,cellular response to UV-B, 2/89,12/18614,0.001446196,0.005851407,0.003095195,MAPK11/MAPK14,2
GO:0072110,glomerular mesangial cell proliferation, 2/89,12/18614,0.001446196,0.005851407,0.003095195,BMP4/BMP7,2
GO:0072178,nephric duct morphogenesis, 2/89,12/18614,0.001446196,0.005851407,0.003095195,GPC3/BMP4,2
GO:0097264,self proteolysis, 2/89,12/18614,0.001446196,0.005851407,0.003095195,DHH/SHH,2
GO:1902337,regulation of apoptotic process involved in morphogenesis, 2/89,12/18614,0.001446196,0.005851407,0.003095195,FOXC1/BMP7,2
GO:1904338,regulation of dopaminergic neuron differentiation, 2/89,12/18614,0.001446196,0.005851407,0.003095195,SFRP1/SHH,2
GO:0072331,signal transduction by p53 class mediator, 5/89,173/18614,0.001447629,0.005851407,0.003095195,BCL2/SNAI1/WWOX/SNAI2/TWIST1,5
GO:2001242,regulation of intrinsic apoptotic signaling pathway, 5/89,173/18614,0.001447629,0.005851407,0.003095195,BCL2/MMP9/SNAI1/HIF1A/SNAI2,5
GO:0031018,endocrine pancreas development, 3/89,47/18614,0.001471612,0.005916239,0.003129489,MEN1/BMP6/BMP4,3
GO:0035196,miRNA processing, 3/89,47/18614,0.001471612,0.005916239,0.003129489,SMAD3/ADAR/BMP4,3
GO:0045601,regulation of endothelial cell differentiation, 3/89,47/18614,0.001471612,0.005916239,0.003129489,BMP6/BMP4/CTNNB1,3
GO:0070849,response to epidermal growth factor, 3/89,47/18614,0.001471612,0.005916239,0.003129489,FOXC1/COL1A1/SNAI2,3
GO:0045639,positive regulation of myeloid cell differentiation, 4/89,103/18614,0.001505576,0.006036487,0.003193096,HIF1A/MAPK14/RUNX1/ROR2,4
GO:0048144,fibroblast proliferation, 4/89,103/18614,0.001505576,0.006036487,0.003193096,NF1/DHX9/SFRP1/CTNNB1,4
GO:0051402,neuron apoptotic process, 6/89,259/18614,0.001517881,0.006077646,0.003214868,BCL2/HIF1A/NF1/RHOA/TGFB3/CTNNB1,6
GO:0048017,inositol lipid-mediated signaling, 5/89,176/18614,0.001561616,0.006213503,0.003286731,CAT/NF1/PLXNB1/ROR2/TWIST1,5
GO:1901342,regulation of vasculature development, 7/89,355/18614,0.001562208,0.006213503,0.003286731,HIF1A/NF1/FOXC1/SFRP1/RUNX1/CTNNB1/TWIST1,7
GO:0008542,visual learning, 3/89,48/18614,0.001564326,0.006213503,0.003286731,HIF1A/NF1/NOG,3
GO:0035850,epithelial cell differentiation involved in kidney development, 3/89,48/18614,0.001564326,0.006213503,0.003286731,MMP9/BMP4/CTNNB1,3
GO:0048538,thymus development, 3/89,48/18614,0.001564326,0.006213503,0.003286731,BCL2/SHH/CTNNB1,3
GO:0070509,calcium ion import, 3/89,48/18614,0.001564326,0.006213503,0.003286731,CASR/STC1/CTNNB1,3
GO:0019827,stem cell population maintenance, 5/89,177/18614,0.00160104,0.006350865,0.003359391,SFRP1/BMP7/LRP5/CTNNB1/NOG,5
GO:0090068,positive regulation of cell cycle process, 6/89,262/18614,0.001609173,0.006374637,0.003371966,HNRNPU/RHOA/GLI1/CCN2/LRP5/MSX2,6
GO:0006766,vitamin metabolic process, 4/89,105/18614,0.001616073,0.006384988,0.003377441,SNAI1/CYP24A1/SNAI2/ALPL,4
GO:0032784,regulation of DNA-templated transcription elongation, 4/89,105/18614,0.001616073,0.006384988,0.003377441,HNRNPU/SHH/ALYREF/CTNNB1,4
GO:0046850,regulation of bone remodeling, 3/89,49/18614,0.001660623,0.006543644,0.003461364,NF1/SFRP1/SPP1,3
GO:1904752,regulation of vascular associated smooth muscle cell migration, 3/89,49/18614,0.001660623,0.006543644,0.003461364,NF1/RHOA/BMP4,3
GO:1901796,regulation of signal transduction by p53 class mediator, 4/89,106/18614,0.001673383,0.006585216,0.003483355,BCL2/SNAI1/SNAI2/TWIST1,4
GO:0007219,Notch signaling pathway, 5/89,179/18614,0.001682081,0.006609009,0.00349594,SNAI1/FOXC1/BMP7/SNAI2/MMP14,5
GO:0021978,telencephalon regionalization, 2/89,13/18614,0.001703833,0.006609009,0.00349594,SHH/BMP4,2
GO:0033079,immature T cell proliferation, 2/89,13/18614,0.001703833,0.006609009,0.00349594,SHH/BMP4,2
GO:0033080,immature T cell proliferation in thymus, 2/89,13/18614,0.001703833,0.006609009,0.00349594,SHH/BMP4,2
GO:0033690,positive regulation of osteoblast proliferation, 2/89,13/18614,0.001703833,0.006609009,0.00349594,LRP5/CTHRC1,2
GO:0042362,fat-soluble vitamin biosynthetic process, 2/89,13/18614,0.001703833,0.006609009,0.00349594,SNAI1/SNAI2,2
GO:0051481,negative regulation of cytosolic calcium ion concentration, 2/89,13/18614,0.001703833,0.006609009,0.00349594,BCL2/SMAD3,2
GO:0070243,regulation of thymocyte apoptotic process, 2/89,13/18614,0.001703833,0.006609009,0.00349594,HIF1A/BMP4,2
GO:0090177,establishment of planar polarity involved in neural tube closure, 2/89,13/18614,0.001703833,0.006609009,0.00349594,SFRP1/CTHRC1,2
GO:1901862,negative regulation of muscle tissue development, 2/89,13/18614,0.001703833,0.006609009,0.00349594,BMP4/TWIST1,2
GO:1904748,regulation of apoptotic process involved in development, 2/89,13/18614,0.001703833,0.006609009,0.00349594,FOXC1/BMP7,2
GO:0045580,regulation of T cell differentiation, 5/89,180/18614,0.001723713,0.006677425,0.00353213,RHOA/SHH/RUNX1/BMP4/JUNB,5
GO:0051924,regulation of calcium ion transport, 6/89,266/18614,0.001737335,0.006721455,0.003555421,TMEM38B/BCL2/CASR/RHOA/STC1/CTNNB1,6
GO:0002066,columnar/cuboidal epithelial cell development, 3/89,50/18614,0.001760552,0.006784843,0.003588951,HIF1A/BMP6/BMP4,3
GO:0045581,negative regulation of T cell differentiation, 3/89,50/18614,0.001760552,0.006784843,0.003588951,SHH/RUNX1/BMP4,3
GO:2000378,negative regulation of reactive oxygen species metabolic process, 3/89,50/18614,0.001760552,0.006784843,0.003588951,BCL2/HIF1A/RHOA,3
GO:0098727,maintenance of cell number, 5/89,181/18614,0.001766097,0.006797419,0.003595603,SFRP1/BMP7/LRP5/CTNNB1/NOG,5
GO:1903829,positive regulation of protein localization, 8/89,468/18614,0.001792113,0.006888651,0.003643862,SMAD3/ACHE/CASR/HIF1A/BMP6/MAPK14/SHH/TGFB3,8
GO:0043409,negative regulation of MAPK cascade, 5/89,183/18614,0.001853154,0.007114106,0.003763119,MEN1/NF1/SFRP1/BMP4/BMP7,5
GO:0045058,T cell selection, 3/89,51/18614,0.001864163,0.007119667,0.003766061,BCL2/RHOA/SHH,3
GO:0061082,myeloid leukocyte cytokine production, 3/89,51/18614,0.001864163,0.007119667,0.003766061,TGFB3/DDX21/TWIST1,3
GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation, 3/89,51/18614,0.001864163,0.007119667,0.003766061,MMP9/NF1/MMP2,3
GO:1904738,vascular associated smooth muscle cell migration, 3/89,51/18614,0.001864163,0.007119667,0.003766061,NF1/RHOA/BMP4,3
GO:0021537,telencephalon development, 6/89,270/18614,0.001873118,0.007144709,0.003779308,HIF1A/NF1/RHOA/SHH/BMP4/CTNNB1,6
GO:1902107,positive regulation of leukocyte differentiation, 5/89,184/18614,0.001897844,0.007220532,0.003819415,RHOA/SHH/RUNX1/MMP14/ROR2,5
GO:1903708,positive regulation of hemopoiesis, 5/89,184/18614,0.001897844,0.007220532,0.003819415,RHOA/SHH/RUNX1/MMP14/ROR2,5
GO:0051091,positive regulation of DNA-binding transcription factor activity, 6/89,271/18614,0.001908288,0.007251008,0.003835536,CAT/SMAD3/DHX9/SHH/LRP5/CTNNB1,6
GO:0045445,myoblast differentiation, 4/89,110/18614,0.001916786,0.007264767,0.003842814,MAPK14/SHH/BMP4/IGFBP3,4
GO:0090263,positive regulation of canonical Wnt signaling pathway, 4/89,110/18614,0.001916786,0.007264767,0.003842814,SMAD3/SFRP1/GPC3/COL1A1,4
GO:0001936,regulation of endothelial cell proliferation, 5/89,185/18614,0.001943318,0.007355966,0.003891055,HIF1A/NF1/BMP6/BMP4/BMPR2,5
GO:0022602,ovulation cycle process, 3/89,52/18614,0.001971503,0.007434312,0.003932498,BMPR1B/TGFB3/MMP2,3
GO:0046638,positive regulation of alpha-beta T cell differentiation, 3/89,52/18614,0.001971503,0.007434312,0.003932498,RHOA/SHH/RUNX1,3
GO:0048013,ephrin receptor signaling pathway, 3/89,52/18614,0.001971503,0.007434312,0.003932498,MMP9/GIT1/MMP2,3
GO:0048715,negative regulation of oligodendrocyte differentiation, 2/89,14/18614,0.001981635,0.007444249,0.003937754,NF1/CTNNB1,2
GO:0070141,response to UV-A, 2/89,14/18614,0.001981635,0.007444249,0.003937754,MMP9/MMP2,2
GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors, 2/89,14/18614,0.001981635,0.007444249,0.003937754,BMPR1B/SFRP1,2
GO:0043405,regulation of MAP kinase activity, 5/89,186/18614,0.001989586,0.007464706,0.003948575,NF1/SFRP1/BMP4/BMP7/ROR2,5
GO:0051302,regulation of cell division, 5/89,187/18614,0.002036655,0.007631692,0.004036905,CAT/RHOA/GIT1/SHH/TGFB3,5
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling, 4/89,112/18614,0.002047232,0.007661688,0.004052772,CAT/PLXNB1/ROR2/TWIST1,4
GO:0035065,regulation of histone acetylation, 3/89,53/18614,0.002082619,0.00777459,0.004112493,SNAI2/DDX21/TWIST1,3
GO:0050873,brown fat cell differentiation, 3/89,53/18614,0.002082619,0.00777459,0.004112493,HNRNPU/MAPK14/BMP7,3
GO:0018205,peptidyl-lysine modification, 7/89,374/18614,0.002098732,0.007824936,0.004139124,MEN1/SHH/SNAI2/CTNNB1/SIRT7/DDX21/TWIST1,7
GO:0045785,positive regulation of cell adhesion, 8/89,482/18614,0.00215318,0.008017903,0.004241197,IBSP/SMAD3/RHOA/SFRP1/SHH/RUNX1/BMP7/FSTL3,8
GO:0023061,signal release, 8/89,483/18614,0.002181015,0.008111252,0.004290576,CASR/HIF1A/NF1/BMP6/GIT1/SFRP1/SPP1/LRP5,8
GO:0046634,regulation of alpha-beta T cell activation, 4/89,114/18614,0.002183694,0.008111252,0.004290576,RHOA/SHH/RUNX1/JUNB,4
GO:0007632,visual behavior, 3/89,54/18614,0.002197558,0.008122241,0.004296389,HIF1A/NF1/NOG,3
GO:0014009,glial cell proliferation, 3/89,54/18614,0.002197558,0.008122241,0.004296389,UFL1/NF1/SHH,3
GO:0030857,negative regulation of epithelial cell differentiation, 3/89,54/18614,0.002197558,0.008122241,0.004296389,MMP9/MSX2/CTNNB1,3
GO:0071385,cellular response to glucocorticoid stimulus, 3/89,54/18614,0.002197558,0.008122241,0.004296389,HNRNPU/STC1/AXIN2,3
GO:0030308,negative regulation of cell growth, 5/89,191/18614,0.002233109,0.008243411,0.004360483,BCL2/SMAD3/SFRP1/SPP1/BMPR2,5
GO:0051962,positive regulation of nervous system development, 6/89,280/18614,0.002247826,0.008287469,0.004383789,HIF1A/UFL1/SHH/PLXNB1/CTNNB1/BMPR2,6
GO:0032352,positive regulation of hormone metabolic process, 2/89,15/18614,0.002279406,0.008298726,0.004389743,HIF1A/BMP6,2
GO:0042074,cell migration involved in gastrulation, 2/89,15/18614,0.002279406,0.008298726,0.004389743,GPC3/LRP5,2
GO:0043374,"CD8-positive, alpha-beta T cell differentiation", 2/89,15/18614,0.002279406,0.008298726,0.004389743,BCL2/RUNX1,2
GO:0070278,extracellular matrix constituent secretion, 2/89,15/18614,0.002279406,0.008298726,0.004389743,TMEM38B/CCN2,2
GO:0072075,metanephric mesenchyme development, 2/89,15/18614,0.002279406,0.008298726,0.004389743,SHH/BMP7,2
GO:0072283,metanephric renal vesicle morphogenesis, 2/89,15/18614,0.002279406,0.008298726,0.004389743,BMP4/CTNNB1,2
GO:0090280,positive regulation of calcium ion import, 2/89,15/18614,0.002279406,0.008298726,0.004389743,CASR/STC1,2
GO:1901722,regulation of cell proliferation involved in kidney development, 2/89,15/18614,0.002279406,0.008298726,0.004389743,BMP4/BMP7,2
GO:2000052,positive regulation of non-canonical Wnt signaling pathway, 2/89,15/18614,0.002279406,0.008298726,0.004389743,SFRP1/GPC3,2
GO:2000671,regulation of motor neuron apoptotic process, 2/89,15/18614,0.002279406,0.008298726,0.004389743,BCL2/RHOA,2
GO:0009755,hormone-mediated signaling pathway, 5/89,192/18614,0.002284309,0.008298726,0.004389743,UFL1/RHOA/SFRP1/BMP4/BMP7,5
GO:0055001,muscle cell development, 5/89,192/18614,0.002284309,0.008298726,0.004389743,BCL2/HNRNPU/BMP4/FHL2/COMP,5
GO:0043525,positive regulation of neuron apoptotic process, 3/89,55/18614,0.002316365,0.008404935,0.004445924,NF1/RHOA/CTNNB1,3
GO:0048839,inner ear development, 5/89,193/18614,0.002336359,0.00846717,0.004478844,SHH/BMP4/DCHS1/TGFB3/CTHRC1,5
GO:0001819,positive regulation of cytokine production, 8/89,489/18614,0.00235404,0.008520883,0.004507257,SMAD3/HIF1A/MAPK11/MAPK14/DHX9/RUNX1/DDX21/TWIST1,8
GO:0071887,leukocyte apoptotic process, 4/89,117/18614,0.002399974,0.008676604,0.004589628,BCL2/HIF1A/NF1/BMP4,4
GO:0038066,p38MAPK cascade, 3/89,56/18614,0.002439084,0.008784323,0.004646607,MAPK11/MAPK14/BMP4,3
GO:0070231,T cell apoptotic process, 3/89,56/18614,0.002439084,0.008784323,0.004646607,BCL2/HIF1A/BMP4,3
GO:2000107,negative regulation of leukocyte apoptotic process, 3/89,56/18614,0.002439084,0.008784323,0.004646607,BCL2/HIF1A/BMP4,3
GO:0043488,regulation of mRNA stability, 5/89,195/18614,0.002443046,0.008784323,0.004646607,HNRNPU/MAPK14/SYNCRIP/DHX9/AXIN2,5
GO:0090066,regulation of anatomical structure size, 8/89,492/18614,0.002444513,0.008784323,0.004646607,CASR/RHOA/FOXC1/SPP1/COMP/MMP2/EXT2/BMPR2,8
GO:0140014,mitotic nuclear division, 6/89,286/18614,0.002498302,0.008966797,0.00474313,HNRNPU/RHOA/BMP4/BMP7/LRP5/SIRT7,6
GO:0043410,positive regulation of MAPK cascade, 8/89,495/18614,0.002537698,0.009097236,0.004812128,FGFR3/CASR/BMP4/CCN2/IGFBP3/TGFB3/CTNNB1/ROR2,8
GO:0034332,adherens junction organization, 3/89,57/18614,0.002565758,0.009155419,0.004842904,BMP6/CTNNB1/CDH11,3
GO:0021534,cell proliferation in hindbrain, 2/89,16/18614,0.002596955,0.009155419,0.004842904,GLI1/SHH,2
GO:0021924,cell proliferation in external granule layer, 2/89,16/18614,0.002596955,0.009155419,0.004842904,GLI1/SHH,2
GO:0021930,cerebellar granule cell precursor proliferation, 2/89,16/18614,0.002596955,0.009155419,0.004842904,GLI1/SHH,2
GO:0038092,nodal signaling pathway, 2/89,16/18614,0.002596955,0.009155419,0.004842904,SMAD3/SHH,2
GO:0042249,establishment of planar polarity of embryonic epithelium, 2/89,16/18614,0.002596955,0.009155419,0.004842904,SFRP1/CTHRC1,2
GO:0048712,negative regulation of astrocyte differentiation, 2/89,16/18614,0.002596955,0.009155419,0.004842904,NF1/NOG,2
GO:0060033,anatomical structure regression, 2/89,16/18614,0.002596955,0.009155419,0.004842904,GLI1/LRP5,2
GO:0061469,regulation of type B pancreatic cell proliferation, 2/89,16/18614,0.002596955,0.009155419,0.004842904,MEN1/SFRP1,2
GO:0072044,collecting duct development, 2/89,16/18614,0.002596955,0.009155419,0.004842904,SHH/BMP4,2
GO:0072176,nephric duct development, 2/89,16/18614,0.002596955,0.009155419,0.004842904,GPC3/BMP4,2
GO:2000095,"regulation of Wnt signaling pathway, planar cell polarity pathway", 2/89,16/18614,0.002596955,0.009155419,0.004842904,SFRP1/GPC3,2
GO:2000637,positive regulation of miRNA-mediated gene silencing, 2/89,16/18614,0.002596955,0.009155419,0.004842904,DHX9/BMP4,2
