ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0016331,morphogenesis of embryonic epithelium, 2/19,152/18614,0.010341644,0.062962362,0.034792322,SFRP1/HIF1A,2
GO:0016573,histone acetylation, 2/19,153/18614,0.010472275,0.063446659,0.035059938,MYBBP1A/DDX21,2
GO:0035148,tube formation, 2/19,154/18614,0.010603643,0.063930704,0.035327417,SFRP1/HIF1A,2
GO:0036294,cellular response to decreased oxygen levels, 2/19,157/18614,0.011002165,0.0647306,0.03576943,SFRP1/HIF1A,2
GO:0003139,secondary heart field specification, 1/19,11/18614,0.011173965,0.0647306,0.03576943,AXIN2,1
GO:0003183,mitral valve morphogenesis, 1/19,11/18614,0.011173965,0.0647306,0.03576943,AXIN2,1
GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore, 1/19,11/18614,0.011173965,0.0647306,0.03576943,HNRNPU,1
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia, 1/19,11/18614,0.011173965,0.0647306,0.03576943,HIF1A,1
GO:0070601,centromeric sister chromatid cohesion, 1/19,11/18614,0.011173965,0.0647306,0.03576943,AXIN2,1
GO:0090179,planar cell polarity pathway involved in neural tube closure, 1/19,11/18614,0.011173965,0.0647306,0.03576943,SFRP1,1
GO:0007389,pattern specification process, 3/19,467/18614,0.011274929,0.0647306,0.03576943,SFRP1/HIF1A/AXIN2,3
GO:0050657,nucleic acid transport, 2/19,160/18614,0.011407279,0.0647306,0.03576943,DHX9/ALYREF,2
GO:0050658,RNA transport, 2/19,160/18614,0.011407279,0.0647306,0.03576943,DHX9/ALYREF,2
GO:0018393,internal peptidyl-lysine acetylation, 2/19,161/18614,0.011543775,0.0647306,0.03576943,MYBBP1A/DDX21,2
GO:0006475,internal protein amino acid acetylation, 2/19,163/18614,0.011818945,0.0647306,0.03576943,MYBBP1A/DDX21,2
GO:0021915,neural tube development, 2/19,163/18614,0.011818945,0.0647306,0.03576943,SFRP1/HIF1A,2
GO:0050796,regulation of insulin secretion, 2/19,163/18614,0.011818945,0.0647306,0.03576943,SFRP1/HIF1A,2
GO:0051236,establishment of RNA localization, 2/19,163/18614,0.011818945,0.0647306,0.03576943,DHX9/ALYREF,2
GO:0001959,regulation of cytokine-mediated signaling pathway, 2/19,165/18614,0.012097009,0.0647306,0.03576943,HIF1A/ADAR,2
GO:0002069,columnar/cuboidal epithelial cell maturation, 1/19,12/18614,0.012183893,0.0647306,0.03576943,HIF1A,1
GO:0002732,positive regulation of dendritic cell cytokine production, 1/19,12/18614,0.012183893,0.0647306,0.03576943,DDX21,1
GO:0003174,mitral valve development, 1/19,12/18614,0.012183893,0.0647306,0.03576943,AXIN2,1
GO:0031126,sno(s)RNA 3'-end processing, 1/19,12/18614,0.012183893,0.0647306,0.03576943,FBL,1
GO:0046831,regulation of RNA export from nucleus, 1/19,12/18614,0.012183893,0.0647306,0.03576943,DHX9,1
GO:0060442,branching involved in prostate gland morphogenesis, 1/19,12/18614,0.012183893,0.0647306,0.03576943,SFRP1,1
GO:0070932,histone H3 deacetylation, 1/19,12/18614,0.012183893,0.0647306,0.03576943,SIRT7,1
GO:0090178,regulation of establishment of planar polarity involved in neural tube closure, 1/19,12/18614,0.012183893,0.0647306,0.03576943,SFRP1,1
GO:1904338,regulation of dopaminergic neuron differentiation, 1/19,12/18614,0.012183893,0.0647306,0.03576943,SFRP1,1
GO:0031960,response to corticosteroid, 2/19,166/18614,0.012237123,0.0647306,0.03576943,HNRNPU/AXIN2,2
GO:0051250,negative regulation of lymphocyte activation, 2/19,168/18614,0.012519508,0.0647306,0.03576943,SFRP1/RUNX1,2
GO:0002683,negative regulation of immune system process, 3/19,487/18614,0.012626136,0.0647306,0.03576943,SFRP1/RUNX1/ADAR,3
GO:0050673,epithelial cell proliferation, 3/19,488/18614,0.012696056,0.0647306,0.03576943,SFRP1/HIF1A/IGFBP3,3
GO:0009267,cellular response to starvation, 2/19,170/18614,0.012804758,0.0647306,0.03576943,MYBBP1A/SFRP1,2
GO:0002262,myeloid cell homeostasis, 2/19,171/18614,0.012948454,0.0647306,0.03576943,HIF1A/ADAR,2
GO:0019221,cytokine-mediated signaling pathway, 3/19,492/18614,0.012977996,0.0647306,0.03576943,HIF1A/IFITM1/ADAR,3
GO:0010970,transport along microtubule, 2/19,172/18614,0.013092862,0.0647306,0.03576943,HNRNPU/HIF1A,2
GO:0018394,peptidyl-lysine acetylation, 2/19,172/18614,0.013092862,0.0647306,0.03576943,MYBBP1A/DDX21,2
GO:0071453,cellular response to oxygen levels, 2/19,172/18614,0.013092862,0.0647306,0.03576943,SFRP1/HIF1A,2
GO:0002566,somatic diversification of immune receptors via somatic mutation, 1/19,13/18614,0.013192844,0.0647306,0.03576943,ADAR,1
GO:0032621,interleukin-18 production, 1/19,13/18614,0.013192844,0.0647306,0.03576943,DHX9,1
GO:0032661,regulation of interleukin-18 production, 1/19,13/18614,0.013192844,0.0647306,0.03576943,DHX9,1
GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway, 1/19,13/18614,0.013192844,0.0647306,0.03576943,IGFBP3,1
GO:0061430,bone trabecula morphogenesis, 1/19,13/18614,0.013192844,0.0647306,0.03576943,SFRP1,1
GO:0070243,regulation of thymocyte apoptotic process, 1/19,13/18614,0.013192844,0.0647306,0.03576943,HIF1A,1
GO:0071481,cellular response to X-ray, 1/19,13/18614,0.013192844,0.0647306,0.03576943,SFRP1,1
GO:0090177,establishment of planar polarity involved in neural tube closure, 1/19,13/18614,0.013192844,0.0647306,0.03576943,SFRP1,1
GO:0090235,regulation of metaphase plate congression, 1/19,13/18614,0.013192844,0.0647306,0.03576943,HNRNPU,1
GO:0098935,dendritic transport, 1/19,13/18614,0.013192844,0.0647306,0.03576943,HNRNPU,1
GO:1903599,positive regulation of autophagy of mitochondrion, 1/19,13/18614,0.013192844,0.0647306,0.03576943,HIF1A,1
GO:2001053,regulation of mesenchymal cell apoptotic process, 1/19,13/18614,0.013192844,0.0647306,0.03576943,HIF1A,1
GO:0031214,biomineral tissue development, 2/19,173/18614,0.013237981,0.0647306,0.03576943,HIF1A/AXIN2,2
GO:0030178,negative regulation of Wnt signaling pathway, 2/19,174/18614,0.013383809,0.065187021,0.036021644,SFRP1/AXIN2,2
GO:0009451,RNA modification, 2/19,177/18614,0.013825533,0.067075436,0.037065162,ADAR/FBL,2
GO:0042541,hemoglobin biosynthetic process, 1/19,14/18614,0.014200819,0.067836218,0.037485562,HIF1A,1
GO:0043144,sno(s)RNA processing, 1/19,14/18614,0.014200819,0.067836218,0.037485562,FBL,1
GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors, 1/19,14/18614,0.014200819,0.067836218,0.037485562,SFRP1,1
GO:1905203,regulation of connective tissue replacement, 1/19,14/18614,0.014200819,0.067836218,0.037485562,RUNX1,1
GO:0043484,regulation of RNA splicing, 2/19,182/18614,0.014575789,0.068188122,0.03768002,HNRNPU/RBMX,2
GO:0045766,positive regulation of angiogenesis, 2/19,185/18614,0.015034309,0.068188122,0.03768002,RUNX1/HIF1A,2
GO:1904018,positive regulation of vasculature development, 2/19,185/18614,0.015034309,0.068188122,0.03768002,RUNX1/HIF1A,2
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)", 1/19,15/18614,0.015207818,0.068188122,0.03768002,GTPBP4,1
GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis, 1/19,15/18614,0.015207818,0.068188122,0.03768002,AXIN2,1
GO:0014029,neural crest formation, 1/19,15/18614,0.015207818,0.068188122,0.03768002,SFRP1,1
GO:0032239,regulation of nucleobase-containing compound transport, 1/19,15/18614,0.015207818,0.068188122,0.03768002,DHX9,1
GO:0032352,positive regulation of hormone metabolic process, 1/19,15/18614,0.015207818,0.068188122,0.03768002,HIF1A,1
GO:0043374,"CD8-positive, alpha-beta T cell differentiation", 1/19,15/18614,0.015207818,0.068188122,0.03768002,RUNX1,1
GO:0048934,peripheral nervous system neuron differentiation, 1/19,15/18614,0.015207818,0.068188122,0.03768002,RUNX1,1
GO:0048935,peripheral nervous system neuron development, 1/19,15/18614,0.015207818,0.068188122,0.03768002,RUNX1,1
GO:0060026,convergent extension, 1/19,15/18614,0.015207818,0.068188122,0.03768002,SFRP1,1
GO:0060766,negative regulation of androgen receptor signaling pathway, 1/19,15/18614,0.015207818,0.068188122,0.03768002,SFRP1,1
GO:0071380,cellular response to prostaglandin E stimulus, 1/19,15/18614,0.015207818,0.068188122,0.03768002,SFRP1,1
GO:0097152,mesenchymal cell apoptotic process, 1/19,15/18614,0.015207818,0.068188122,0.03768002,HIF1A,1
GO:1901836,regulation of transcription of nucleolar large rRNA by RNA polymerase I, 1/19,15/18614,0.015207818,0.068188122,0.03768002,SIRT7,1
GO:2000052,positive regulation of non-canonical Wnt signaling pathway, 1/19,15/18614,0.015207818,0.068188122,0.03768002,SFRP1,1
GO:0006006,glucose metabolic process, 2/19,187/18614,0.015343452,0.068548802,0.037879328,SIRT7/IGFBP3,2
GO:0090276,regulation of peptide hormone secretion, 2/19,192/18614,0.016128345,0.06968025,0.038504554,SFRP1/HIF1A,2
GO:0030852,regulation of granulocyte differentiation, 1/19,16/18614,0.016213842,0.06968025,0.038504554,RUNX1,1
GO:0031054,pre-miRNA processing, 1/19,16/18614,0.016213842,0.06968025,0.038504554,ADAR,1
GO:0042249,establishment of planar polarity of embryonic epithelium, 1/19,16/18614,0.016213842,0.06968025,0.038504554,SFRP1,1
GO:0043508,negative regulation of JUN kinase activity, 1/19,16/18614,0.016213842,0.06968025,0.038504554,SFRP1,1
GO:0060576,intestinal epithelial cell development, 1/19,16/18614,0.016213842,0.06968025,0.038504554,HIF1A,1
GO:0061469,regulation of type B pancreatic cell proliferation, 1/19,16/18614,0.016213842,0.06968025,0.038504554,SFRP1,1
GO:0090336,positive regulation of brown fat cell differentiation, 1/19,16/18614,0.016213842,0.06968025,0.038504554,HNRNPU,1
GO:2000095,"regulation of Wnt signaling pathway, planar cell polarity pathway", 1/19,16/18614,0.016213842,0.06968025,0.038504554,SFRP1,1
GO:2000232,regulation of rRNA processing, 1/19,16/18614,0.016213842,0.06968025,0.038504554,SIRT7,1
GO:2000637,positive regulation of miRNA-mediated gene silencing, 1/19,16/18614,0.016213842,0.06968025,0.038504554,DHX9,1
GO:0002791,regulation of peptide secretion, 2/19,195/18614,0.016607478,0.070826774,0.039138111,SFRP1/HIF1A,2
GO:0030073,insulin secretion, 2/19,197/18614,0.016930292,0.070826774,0.039138111,SFRP1/HIF1A,2
GO:0090087,regulation of peptide transport, 2/19,197/18614,0.016930292,0.070826774,0.039138111,SFRP1/HIF1A,2
GO:0002730,regulation of dendritic cell cytokine production, 1/19,17/18614,0.017218893,0.070826774,0.039138111,DDX21,1
GO:0006089,lactate metabolic process, 1/19,17/18614,0.017218893,0.070826774,0.039138111,HIF1A,1
GO:0016074,sno(s)RNA metabolic process, 1/19,17/18614,0.017218893,0.070826774,0.039138111,FBL,1
GO:0030949,positive regulation of vascular endothelial growth factor receptor signaling pathway, 1/19,17/18614,0.017218893,0.070826774,0.039138111,HIF1A,1
GO:0060148,positive regulation of post-transcriptional gene silencing, 1/19,17/18614,0.017218893,0.070826774,0.039138111,DHX9,1
GO:0071360,cellular response to exogenous dsRNA, 1/19,17/18614,0.017218893,0.070826774,0.039138111,DHX9,1
GO:1900370,positive regulation of post-transcriptional gene silencing by RNA, 1/19,17/18614,0.017218893,0.070826774,0.039138111,DHX9,1
GO:1904948,midbrain dopaminergic neuron differentiation, 1/19,17/18614,0.017218893,0.070826774,0.039138111,SFRP1,1
GO:0002695,negative regulation of leukocyte activation, 2/19,202/18614,0.017749119,0.070826774,0.039138111,SFRP1/RUNX1,2
GO:0051216,cartilage development, 2/19,203/18614,0.017914894,0.070826774,0.039138111,HIF1A/AXIN2,2
GO:0002371,dendritic cell cytokine production, 1/19,18/18614,0.018222971,0.070826774,0.039138111,DDX21,1
GO:0003128,heart field specification, 1/19,18/18614,0.018222971,0.070826774,0.039138111,AXIN2,1
GO:0007063,regulation of sister chromatid cohesion, 1/19,18/18614,0.018222971,0.070826774,0.039138111,AXIN2,1
GO:0010755,regulation of plasminogen activation, 1/19,18/18614,0.018222971,0.070826774,0.039138111,RUNX1,1
GO:0019081,viral translation, 1/19,18/18614,0.018222971,0.070826774,0.039138111,DHX9,1
GO:0019896,axonal transport of mitochondrion, 1/19,18/18614,0.018222971,0.070826774,0.039138111,HIF1A,1
GO:0020027,hemoglobin metabolic process, 1/19,18/18614,0.018222971,0.070826774,0.039138111,HIF1A,1
GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress, 1/19,18/18614,0.018222971,0.070826774,0.039138111,HIF1A,1
GO:0046851,negative regulation of bone remodeling, 1/19,18/18614,0.018222971,0.070826774,0.039138111,SFRP1,1
GO:0051988,regulation of attachment of spindle microtubules to kinetochore, 1/19,18/18614,0.018222971,0.070826774,0.039138111,HNRNPU,1
GO:0060149,negative regulation of post-transcriptional gene silencing, 1/19,18/18614,0.018222971,0.070826774,0.039138111,ADAR,1
GO:0060644,mammary gland epithelial cell differentiation, 1/19,18/18614,0.018222971,0.070826774,0.039138111,HIF1A,1
GO:0060967,negative regulation of gene silencing by RNA, 1/19,18/18614,0.018222971,0.070826774,0.039138111,ADAR,1
GO:0061298,retina vasculature development in camera-type eye, 1/19,18/18614,0.018222971,0.070826774,0.039138111,HIF1A,1
GO:0071391,cellular response to estrogen stimulus, 1/19,18/18614,0.018222971,0.070826774,0.039138111,SFRP1,1
GO:0090594,inflammatory response to wounding, 1/19,18/18614,0.018222971,0.070826774,0.039138111,HIF1A,1
GO:1900369,negative regulation of post-transcriptional gene silencing by RNA, 1/19,18/18614,0.018222971,0.070826774,0.039138111,ADAR,1
GO:0022408,negative regulation of cell-cell adhesion, 2/19,205/18614,0.018248444,0.070826774,0.039138111,GTPBP4/RUNX1,2
GO:0051701,biological process involved in interaction with host, 2/19,206/18614,0.018416216,0.071067823,0.039271311,IFITM1/ALYREF,2
GO:0007623,circadian rhythm, 2/19,207/18614,0.018584651,0.071067823,0.039271311,HNRNPU/MYBBP1A,2
GO:0042594,response to starvation, 2/19,207/18614,0.018584651,0.071067823,0.039271311,MYBBP1A/SFRP1,2
GO:0006473,protein acetylation, 2/19,208/18614,0.018753747,0.071067823,0.039271311,MYBBP1A/DDX21,2
GO:1901654,response to ketone, 2/19,208/18614,0.018753747,0.071067823,0.039271311,SFRP1/AXIN2,2
GO:0009952,anterior/posterior pattern specification, 2/19,209/18614,0.018923503,0.071067823,0.039271311,SFRP1/AXIN2,2
GO:0000028,ribosomal small subunit assembly, 1/19,19/18614,0.019226078,0.071067823,0.039271311,RPL38,1
GO:0016553,base conversion or substitution editing, 1/19,19/18614,0.019226078,0.071067823,0.039271311,ADAR,1
GO:0034244,negative regulation of transcription elongation by RNA polymerase II, 1/19,19/18614,0.019226078,0.071067823,0.039271311,HNRNPU,1
GO:0035372,protein localization to microtubule, 1/19,19/18614,0.019226078,0.071067823,0.039271311,HNRNPU,1
GO:0043628,regulatory ncRNA 3'-end processing, 1/19,19/18614,0.019226078,0.071067823,0.039271311,FBL,1
GO:0046782,regulation of viral transcription, 1/19,19/18614,0.019226078,0.071067823,0.039271311,DHX9,1
GO:0070242,thymocyte apoptotic process, 1/19,19/18614,0.019226078,0.071067823,0.039271311,HIF1A,1
GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus, 1/19,19/18614,0.019226078,0.071067823,0.039271311,HIF1A,1
GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway, 1/19,19/18614,0.019226078,0.071067823,0.039271311,HIF1A,1
GO:2000434,regulation of protein neddylation, 1/19,19/18614,0.019226078,0.071067823,0.039271311,HIF1A,1
GO:0030705,cytoskeleton-dependent intracellular transport, 2/19,212/18614,0.019436716,0.071210624,0.039350222,HNRNPU/HIF1A,2
GO:0045619,regulation of lymphocyte differentiation, 2/19,212/18614,0.019436716,0.071210624,0.039350222,SFRP1/RUNX1,2
GO:0099111,microtubule-based transport, 2/19,212/18614,0.019436716,0.071210624,0.039350222,HNRNPU/HIF1A,2
GO:0031396,regulation of protein ubiquitination, 2/19,213/18614,0.019609098,0.071576753,0.039552541,GTPBP4/SIRT7,2
GO:0032211,negative regulation of telomere maintenance via telomerase, 1/19,20/18614,0.020228213,0.071576753,0.039552541,HNRNPU,1
GO:0042474,middle ear morphogenesis, 1/19,20/18614,0.020228213,0.071576753,0.039552541,RPL38,1
GO:0060216,definitive hemopoiesis, 1/19,20/18614,0.020228213,0.071576753,0.039552541,ADAR,1
GO:0060339,negative regulation of type I interferon-mediated signaling pathway, 1/19,20/18614,0.020228213,0.071576753,0.039552541,ADAR,1
GO:0060749,mammary gland alveolus development, 1/19,20/18614,0.020228213,0.071576753,0.039552541,HIF1A,1
GO:0061377,mammary gland lobule development, 1/19,20/18614,0.020228213,0.071576753,0.039552541,HIF1A,1
GO:0070314,G1 to G0 transition, 1/19,20/18614,0.020228213,0.071576753,0.039552541,MYBBP1A,1
GO:0071379,cellular response to prostaglandin stimulus, 1/19,20/18614,0.020228213,0.071576753,0.039552541,SFRP1,1
GO:0097284,hepatocyte apoptotic process, 1/19,20/18614,0.020228213,0.071576753,0.039552541,ADAR,1
GO:2000269,regulation of fibroblast apoptotic process, 1/19,20/18614,0.020228213,0.071576753,0.039552541,SFRP1,1
GO:2001185,"regulation of CD8-positive, alpha-beta T cell activation", 1/19,20/18614,0.020228213,0.071576753,0.039552541,RUNX1,1
GO:0006469,negative regulation of protein kinase activity, 2/19,217/18614,0.020305144,0.071644854,0.039590173,SFRP1/ADAR,2
GO:0015931,nucleobase-containing compound transport, 2/19,221/18614,0.021011552,0.073445369,0.040585118,DHX9/ALYREF,2
GO:0002888,positive regulation of myeloid leukocyte mediated immunity, 1/19,21/18614,0.021229378,0.073445369,0.040585118,DDX21,1
GO:0030502,negative regulation of bone mineralization, 1/19,21/18614,0.021229378,0.073445369,0.040585118,HIF1A,1
GO:0042790,nucleolar large rRNA transcription by RNA polymerase I, 1/19,21/18614,0.021229378,0.073445369,0.040585118,SIRT7,1
GO:0045821,positive regulation of glycolytic process, 1/19,21/18614,0.021229378,0.073445369,0.040585118,HIF1A,1
GO:0051315,attachment of mitotic spindle microtubules to kinetochore, 1/19,21/18614,0.021229378,0.073445369,0.040585118,HNRNPU,1
GO:1903204,negative regulation of oxidative stress-induced neuron death, 1/19,21/18614,0.021229378,0.073445369,0.040585118,HIF1A,1
GO:0050679,positive regulation of epithelial cell proliferation, 2/19,225/18614,0.021728237,0.074561654,0.041201965,SFRP1/HIF1A,2
GO:0050866,negative regulation of cell activation, 2/19,225/18614,0.021728237,0.074561654,0.041201965,SFRP1/RUNX1,2
GO:0002573,myeloid leukocyte differentiation, 2/19,227/18614,0.022090406,0.074561654,0.041201965,SFRP1/RUNX1,2
GO:0000470,maturation of LSU-rRNA, 1/19,22/18614,0.022229574,0.074561654,0.041201965,GTPBP4,1
GO:0032785,"negative regulation of DNA-templated transcription, elongation", 1/19,22/18614,0.022229574,0.074561654,0.041201965,HNRNPU,1
GO:0034104,negative regulation of tissue remodeling, 1/19,22/18614,0.022229574,0.074561654,0.041201965,SFRP1,1
GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation", 1/19,22/18614,0.022229574,0.074561654,0.041201965,RUNX1,1
GO:0046597,negative regulation of viral entry into host cell, 1/19,22/18614,0.022229574,0.074561654,0.041201965,IFITM1,1
GO:0048025,"negative regulation of mRNA splicing, via spliceosome", 1/19,22/18614,0.022229574,0.074561654,0.041201965,RBMX,1
GO:0051000,positive regulation of nitric-oxide synthase activity, 1/19,22/18614,0.022229574,0.074561654,0.041201965,HIF1A,1
GO:0071359,cellular response to dsRNA, 1/19,22/18614,0.022229574,0.074561654,0.041201965,DHX9,1
GO:0019318,hexose metabolic process, 2/19,228/18614,0.022272443,0.074561654,0.041201965,SIRT7/IGFBP3,2
GO:0048705,skeletal system morphogenesis, 2/19,229/18614,0.022455112,0.074971099,0.04142822,SFRP1/AXIN2,2
GO:0031669,cellular response to nutrient levels, 2/19,230/18614,0.022638413,0.075380452,0.041654424,MYBBP1A/SFRP1,2
GO:0002070,epithelial cell maturation, 1/19,23/18614,0.023228801,0.075921503,0.041953403,HIF1A,1
GO:0006353,DNA-templated transcription termination, 1/19,23/18614,0.023228801,0.075921503,0.041953403,DHX9,1
GO:0032727,positive regulation of interferon-alpha production, 1/19,23/18614,0.023228801,0.075921503,0.041953403,DHX9,1
GO:0046716,muscle cell cellular homeostasis, 1/19,23/18614,0.023228801,0.075921503,0.041953403,HIF1A,1
GO:0051457,maintenance of protein location in nucleus, 1/19,23/18614,0.023228801,0.075921503,0.041953403,HNRNPU,1
GO:0071305,cellular response to vitamin D, 1/19,23/18614,0.023228801,0.075921503,0.041953403,SFRP1,1
GO:1901673,regulation of mitotic spindle assembly, 1/19,23/18614,0.023228801,0.075921503,0.041953403,HNRNPU,1
GO:0071356,cellular response to tumor necrosis factor, 2/19,235/18614,0.023564344,0.076816049,0.042447719,DHX9/SFRP1,2
GO:0030072,peptide hormone secretion, 2/19,238/18614,0.024127395,0.076956548,0.042525358,SFRP1/HIF1A,2
GO:0014850,response to muscle activity, 1/19,24/18614,0.024227061,0.076956548,0.042525358,HIF1A,1
GO:0034695,response to prostaglandin E, 1/19,24/18614,0.024227061,0.076956548,0.042525358,SFRP1,1
GO:0035162,embryonic hemopoiesis, 1/19,24/18614,0.024227061,0.076956548,0.042525358,HIF1A,1
GO:0050686,negative regulation of mRNA processing, 1/19,24/18614,0.024227061,0.076956548,0.042525358,RBMX,1
GO:0060571,morphogenesis of an epithelial fold, 1/19,24/18614,0.024227061,0.076956548,0.042525358,HIF1A,1
GO:0061484,hematopoietic stem cell homeostasis, 1/19,24/18614,0.024227061,0.076956548,0.042525358,ADAR,1
GO:0070233,negative regulation of T cell apoptotic process, 1/19,24/18614,0.024227061,0.076956548,0.042525358,HIF1A,1
GO:0090335,regulation of brown fat cell differentiation, 1/19,24/18614,0.024227061,0.076956548,0.042525358,HNRNPU,1
GO:0140747,regulation of ncRNA transcription, 1/19,24/18614,0.024227061,0.076956548,0.042525358,SIRT7,1
GO:0002790,peptide secretion, 2/19,243/18614,0.02507819,0.078517917,0.043388153,SFRP1/HIF1A,2
GO:0045333,cellular respiration, 2/19,243/18614,0.02507819,0.078517917,0.043388153,MYBBP1A/HIF1A,2
GO:0048738,cardiac muscle tissue development, 2/19,243/18614,0.02507819,0.078517917,0.043388153,HNRNPU/RUNX1,2
GO:0000027,ribosomal large subunit assembly, 1/19,25/18614,0.025224355,0.078517917,0.043388153,RPL38,1
GO:0003181,atrioventricular valve morphogenesis, 1/19,25/18614,0.025224355,0.078517917,0.043388153,AXIN2,1
GO:0043567,regulation of insulin-like growth factor receptor signaling pathway, 1/19,25/18614,0.025224355,0.078517917,0.043388153,IGFBP3,1
GO:0046885,regulation of hormone biosynthetic process, 1/19,25/18614,0.025224355,0.078517917,0.043388153,HIF1A,1
GO:2000209,regulation of anoikis, 1/19,25/18614,0.025224355,0.078517917,0.043388153,MYBBP1A,1
GO:0046883,regulation of hormone secretion, 2/19,247/18614,0.025849867,0.079680398,0.044030528,SFRP1/HIF1A,2
GO:0031639,plasminogen activation, 1/19,26/18614,0.026220683,0.079680398,0.044030528,RUNX1,1
GO:0044346,fibroblast apoptotic process, 1/19,26/18614,0.026220683,0.079680398,0.044030528,SFRP1,1
GO:0051894,positive regulation of focal adhesion assembly, 1/19,26/18614,0.026220683,0.079680398,0.044030528,SFRP1,1
GO:0060343,trabecula formation, 1/19,26/18614,0.026220683,0.079680398,0.044030528,SFRP1,1
GO:0060575,intestinal epithelial cell differentiation, 1/19,26/18614,0.026220683,0.079680398,0.044030528,HIF1A,1
GO:0060740,prostate gland epithelium morphogenesis, 1/19,26/18614,0.026220683,0.079680398,0.044030528,SFRP1,1
GO:1903901,negative regulation of viral life cycle, 1/19,26/18614,0.026220683,0.079680398,0.044030528,IFITM1,1
GO:2000050,regulation of non-canonical Wnt signaling pathway, 1/19,26/18614,0.026220683,0.079680398,0.044030528,SFRP1,1
GO:0033002,muscle cell proliferation, 2/19,249/18614,0.026239358,0.079680398,0.044030528,RUNX1/IGFBP3,2
GO:0033044,regulation of chromosome organization, 2/19,250/18614,0.026435012,0.079883905,0.044142983,HNRNPU/AXIN2,2
GO:0043543,protein acylation, 2/19,250/18614,0.026435012,0.079883905,0.044142983,MYBBP1A/DDX21,2
GO:0045926,negative regulation of growth, 2/19,252/18614,0.02682813,0.079910943,0.044157924,SFRP1/HIF1A,2
GO:0031167,rRNA methylation, 1/19,27/18614,0.027216046,0.079910943,0.044157924,FBL,1
GO:0032967,positive regulation of collagen biosynthetic process, 1/19,27/18614,0.027216046,0.079910943,0.044157924,RUNX1,1
GO:0033119,negative regulation of RNA splicing, 1/19,27/18614,0.027216046,0.079910943,0.044157924,RBMX,1
GO:0034643,"establishment of mitochondrion localization, microtubule-mediated", 1/19,27/18614,0.027216046,0.079910943,0.044157924,HIF1A,1
GO:0046639,negative regulation of alpha-beta T cell differentiation, 1/19,27/18614,0.027216046,0.079910943,0.044157924,RUNX1,1
GO:0047497,mitochondrion transport along microtubule, 1/19,27/18614,0.027216046,0.079910943,0.044157924,HIF1A,1
GO:0051984,positive regulation of chromosome segregation, 1/19,27/18614,0.027216046,0.079910943,0.044157924,HNRNPU,1
GO:0071549,cellular response to dexamethasone stimulus, 1/19,27/18614,0.027216046,0.079910943,0.044157924,AXIN2,1
GO:1904357,negative regulation of telomere maintenance via telomere lengthening, 1/19,27/18614,0.027216046,0.079910943,0.044157924,HNRNPU,1
GO:2000737,negative regulation of stem cell differentiation, 1/19,27/18614,0.027216046,0.079910943,0.044157924,HNRNPU,1
GO:2001032,regulation of double-strand break repair via nonhomologous end joining, 1/19,27/18614,0.027216046,0.079910943,0.044157924,SIRT7,1
GO:0005996,monosaccharide metabolic process, 2/19,256/18614,0.027621572,0.080029371,0.044223366,SIRT7/IGFBP3,2
GO:0034612,response to tumor necrosis factor, 2/19,257/18614,0.027821427,0.080029371,0.044223366,DHX9/SFRP1,2
GO:0003171,atrioventricular valve development, 1/19,28/18614,0.028210445,0.080029371,0.044223366,AXIN2,1
GO:0003401,axis elongation, 1/19,28/18614,0.028210445,0.080029371,0.044223366,SFRP1,1
GO:0010528,regulation of transposition, 1/19,28/18614,0.028210445,0.080029371,0.044223366,SIRT7,1
GO:0010529,negative regulation of transposition, 1/19,28/18614,0.028210445,0.080029371,0.044223366,SIRT7,1
GO:0010714,positive regulation of collagen metabolic process, 1/19,28/18614,0.028210445,0.080029371,0.044223366,RUNX1,1
GO:0036037,"CD8-positive, alpha-beta T cell activation", 1/19,28/18614,0.028210445,0.080029371,0.044223366,RUNX1,1
GO:0045116,protein neddylation, 1/19,28/18614,0.028210445,0.080029371,0.044223366,HIF1A,1
GO:0060512,prostate gland morphogenesis, 1/19,28/18614,0.028210445,0.080029371,0.044223366,SFRP1,1
GO:0060765,regulation of androgen receptor signaling pathway, 1/19,28/18614,0.028210445,0.080029371,0.044223366,SFRP1,1
GO:0070269,pyroptosis, 1/19,28/18614,0.028210445,0.080029371,0.044223366,DHX9,1
GO:1903055,positive regulation of extracellular matrix organization, 1/19,28/18614,0.028210445,0.080029371,0.044223366,RUNX1,1
GO:0014706,striated muscle tissue development, 2/19,259/18614,0.028222918,0.080029371,0.044223366,HNRNPU/RUNX1,2
GO:0015833,peptide transport, 2/19,259/18614,0.028222918,0.080029371,0.044223366,SFRP1/HIF1A,2
